SK_PRODUTO;NK_ID_PRODUTO;NM_PRODUTO;NM_CATEGORIA_PRODUTO
e2291a13acad2031bf135a60557651ae0d70e7f16e1230156181af9e32530621;62331;Quick Seasoned Hamburger;P01
f771276a5716c4d2084fa99c50197ec89e25ffab2aef49fdca9781ec3b961a25;17820;Swell Canned Mixed Fruit;P01
01168554916d11c2f27737a5be547f5cf6dc8b6bf48aede6650abbba56387482;EXPEDITORS;Jeffers Corn Puffs;Nao informado
093a1fc41a1975f55769933341037be7d44e728582b2bd2eb70dad82da6e3a75;22630;Tell Tale Fresh Lima Beans;P01
1f1b5272d291d79ed25a1fbb06b6d6458379929f5588eca031cd02ff42496b4b;7608;Golden Frozen Broccoli;P01
2d9fc0714c3b9631bb2957405ba3ca63185e5b0efd53fc6253e2963d631fa31b;28461;Ebony Cauliflower;Nao informado
7bd80d6e56d936f9173335202fbde11f0cfddd6c6c7990b4b7133ea699bb25e3;28718;Ebony Mandarin Oranges;Nao informado
8a4ed681c663c5de2ad6268363c1c69907e46a971f86be929a82228bb6ed4e2f;26734;Gorilla Whole Milk;P01
8dffd2b2dc85c83593d453886f1f7e207af05da1c8f426d5551a4d2057100cb3;37132;Tell Tale Mandarin Oranges;P01
a822814efcac20c74a9e7784e8b87068c9af66610a2f0c50f82b141ce2a86853;20990B;Golden Frozen Peas;Nao informado
f7d05a01cea6c91bc6f21b246e59e4327786625fd7db274fcfa5197f82488672;38370;Imagine Pancake Mix;P01
1ff1cd5347e3f3f02dc3ef1d718bcd003bb8f843a47add85ce546b527439aa56;11690B;Golden Frozen Corn;P01
6102035ff19cfaf14dcdee8c4977cdcf6312a0aa8f27e3e6ee4369c352385c6e;37881;Bravo Vegetable Soup;P01
cebae91169abcbf177e577a842367505a9ab6bfdfbb719e5c59cea72b82c83c2;61744;Carlson Low Fat Sour Cream;P01
d7f7c5b071595db98f349f8fe316a098761fec888c8f2b2dd0ed228f225cfedc;5013246371;Tell Tale Prepared Salad;Nao informado
fb5e39961f7d5f7e50ea81148dcfd6f0f10051cf21f4c984c5fb456a62a8e7f8;29141;Nationeel Raspberry Fruit Roll;P01
3a816f8c429e05a93665fdcac0e1a851be894fbe9df6610d58924bfbb4729b5c;61376;Great Wheat Bread;Nao informado
5310a3435a06d44726199193431be93acaf21ed67c30d2d6263df8d7f23d8c2a;37050;Tell Tale Mushrooms;P01
558c7379ca8431190d71f625ba6b6fbc11d9b42893aada65e4c6e770638cb97c;61858;Urban Small Brown Eggs;P01
74a764b001250c32614c9ed4637287bf46eb266a252d141724c176eefee43b1c;Nao informado;Club Chocolate Milk;Nao informado
b3b68cc12ce12da793c327c4185ed418ae9df6251d2dbfd0bb849b3fa059ebc6;29395;Pearl White Zinfandel Wine;P01
b416cdf6ecf1059b9ddcc6d54360b762e7eae8edfdbb0c0c0ac8373576e918f0;25580;Atomic Spicy Mints;P01
b7d3b712b9ec55cdefc2f5bdad77d6697a70b6702574cb62d7480df7ab8fa8a7;35370;Big Time Frozen Pancakes;P01
1bd7435826a1f11cd4d8ec795a3e05540c9f975eaaa15ccea273085b96c8b3f6;19730;Moms Low Fat Bologna;P01
5ec8334d6e9e9c9dddd0c86fb527b26efddb7f008d2eebcb136e2ffacf3ce32e;63259;Radius Corn Puffs;Nao informado
84ffd7bd4fcb03b75baff3fbcc6279065fbbd835e26ea9a52d4287687d8c2bc9;60902;Best Choice Fudge Cookies;P01
b7bc211fc64f0177588558738073eaa98b62f2d7c437821afe006840621ecd99;65159;Nationeel Low Fat Popcorn;P01
ca69dda48d243aee0ed0d9f027029cb9b9b8e3aa24eadb7bc4dc9a8dd56ba993;61758;Carlson Chocolate Milk;P01
0f1e3df4b32e8c6f0a11ab210882ce9288c600fc7008d45555b4d8ec261e98b7;28930;Nationeel Lemon Cookies;P01
84e88a19470502832fcffd23e206c92b92ce7dd98321a43a22741c60bb84c53f;17810;Better Rice Soup;P01
e993e85eefa77a2b268516ee27f733d60b9d20bd14522f9f63c3c0094ef9f34f;62948;Atomic Bubble Gum;P01
07320cba050957f37975fc7fb3eeaee59f6019731b9293fb995150b3c52a3eda;39015;Nationeel Low Fat BBQ Chips;P01
43dea9c25e8f8cb45d011cff9b1efa5b0318936d66815cda3ff84432c1d9089a;61085;Choice Tasty Candy Bar;P01
637ab86802d52793d08022b6cf8af3eac1be49a19ecc697f08ef3fee6a2dd15c;37861;Bravo Canned String Beans;Nao informado
82ae5092fbf53b9d7c1d673bb76c62b9b7ee4bdd78b189256baa357c6b592eec;60974;Best Choice Salted Pretzels;Nao informado
f726f808052c60beeb9bf9a22d442eaab88a8ae4941cb95e589c1b70f1503b19;50132441793;Tell Tale Limes;Nao informado
18fa49b0e4e43ca4ac918bf7deae679f9b22e0792e7764db95e14395f797568b;7605;Golden Frozen Cauliflower;P01
4bdc701436f28393093bc83c597ccf2443d49235b5870328060ebabd6d5ee9ab;29460;BBB Best Chunky Peanut Butter;P01
64db0cbfaa4db15354b1a2618d7fb0753c6c0be979727a70ae7e76335b17424b;38072;Cutting Edge Low Fat Bologna;P01
7f16c8d2ffd5f9ec5ee0b134848b5b3f31e91f6aced15a78a0a5673ca2f7b7c9;38105;Cutting Edge Sliced Turkey;P01
db9d258d9b4a9183c062c847d523c43968253ee76d5f5cdc0ef37934fa0eb0f2;37847;Radius Oatmeal;P01
f1fd632664bb102324765047032f51de3854a493f788c811079ce2748a246910;37604;Colony Muffins;P01
3e9d3e9abe47b6ad7576a393687b9182b9ae501d5f38f866165e938f617a320d;62038;Big Time Ice Cream Sandwich;P01
3f0d5c18f161a1fbb579b94f7ac19c5c166dd33b77849d81d4e2a092af6b8001;239772;BBB Best Creamy Peanut Butter;Nao informado
d1921e4a11ead680b51afbc49369db0f756567f11b184496268a4468b2d80ed0;60442;Ship Shape Extra Lean Hamburger;P01
d6480c4c862d859e6921e2ca2d8fcce43dd6bc1fd98cda694842a236bbaefe97;62031;Big Time Lime Popsicles;P01
dbf40eb1338c872762628b40342e2fdb80e56b02625cdce361b5936a4e496d46;25982;Landslide Pepper;P01
56d568ca0a6455241b12ab42aef2c5e69d82adf8a60afec8493be1c04a8d4147;63653;American Chicken Hot Dogs;P01
5f033dd6a8f9ff695af6ec40539bfcbd7c6cfc658f87ac80d16e5453ff67011b;62846;Fast Mini Donuts;Nao informado
65bf4b04054232e4898a19b45d323776370c092438332da148ac995e8075fc7d;33088;High Top Canned Peanuts;P01
731db4582780083d4ee4aeff7dbe6becac48477066e665ece85881383f5c70f2;19744;Moms Foot-Long Hot Dogs;P01
a03fde1e4d52b6d4bf6cd4e687ef9a44b45de4dad4b2cd9b6ae008483a854596;28626;Ebony Golden Delcious Apples;Nao informado
c83b94e30cc541d946de79b901159b69af6569253dad1342b54e1dcce9a7027f;45880;Red Spade Low Fat Bologna;P01
825750d1f05033e1b57fb970f6cc68e04c28b969fe0b7a14601b8afb32335fce;63708;Cutting Edge Low Fat Cole Slaw;Nao informado
887de62c3ce31fdc7d2792214974a00b1d0d1bda10cfd57215a62eb55a72e3b1;60036;Golden Frozen Pepperoni Pizza;P01
d66a13d5d68597f3cfc67ae6212ebc76ae9f490157a81734c1b3a6d3235d69bb;32966;High Top Golden Delcious Apples;P01
01c23630fe716a7afa6226179e89c698332224776e5ed1f0c5411eab0b6c0cd8;28881;Nationeel Corn Chips;P01
6012d0322c31ba2bebab9e6eb76e23ef4520652b4a38680cb6c3f39a409a2222;34581;Super White Sugar;P01
8dfb3d1fbc3cf828b90e0579601365d57ff43974333b800e0cc329920ddd1d5b;63560;Gorilla Low Fat String Cheese;P01
a0698392ec8fb5abc10f818900e98f697f2b78ec574cddca7693a12f64c84b7b;39972;Blue Label Turkey Noodle Soup;P01
b3e28708a73dca4b5e8d8929961158a9338ef210a285a05a3074f6216611fc02;61756;Carlson 2% Milk;P01
e68eb135a893f0a81e81e5836c32c0b1e30064490d3847c2f3bb403433b95ee9;39186;Nationeel Dried Dates;P01
f09f6c5cc216303bbd9682c8677a93f70cf9d2cfe68509ddd59eed875d0dbc14;38821;Ebony Firm Tofu;P01
0d95f8850b3b2500ed3d481029198be00fc510c315bb31ae5d929b1b0af9c7e2;37195;Fast Graham Crackers;P01
5c5cbb1812dc7ce7450ebbdec715f9bd695e99dd68dba5e976322629b2c0e0d9;30335;American Sliced Ham;P01
861d46d88071e9507efec4234a55fa900fd845fcdfe075bf20ea8c9e7a6398cd;30336;American Potato Salad;P01
877df45e1b9018b6fe18c509edaf66a171cbc575cb4ff102bf2efcc995a3dadf;15276;Great Blueberry Muffins;Nao informado
8c7d948d01710a20dfb9255df1c6cb788a962e76c834bc90e7ec25d3ea63835f;29898;Special Oatmeal;P01
02e6a6721368e19e9437fcf60190417b42d626ba01d1b30133e24b052abb580e;62700;Tell Tale Canned Peanuts;P01
0ff2110412001281ae389a9f53f2d91ee38757f418a099505d69bb2caa1cbb12;30490;Jeffers Wheat Puffs;P01
1957f574ee34ecc4f7f589646d1f421227ecb8a2a667b554c49297af5ea33aa5;34400;Medalist Thai Rice;P01
7c48e6953e2787ac44cd926d84726d7ea2ab901e3eced134a49fafb518e338a3;63796;Imagine Frozen Pancakes;P01
bd527d90004db0dce2bf929965e3098b7acdb476f02646d7bdec4e793d09140b;35010;Better Rice Soup;Nao informado
950e045892c681be6137ad9a9cfc5e04773898a53678ae546f0e5819653f7a1d;29165;Nationeel Golden Raisins;P01
bd5307236aecce18351f3477ab5e85c311ee844edae6433a753cedcf231c23c1;62780;Fast No Salt Popcorn;Nao informado
1fe8d77b492f0bb3580827204a69e0deeed7f2673d6288382db475c6c5ce84f2;31875;Golden Frozen Chicken Thighs;P01
2f99542dc423dcde02182676b7b5f6bbb9f7bcdf7cc9864b1df6c4f6f9a26f3d;61016;Best Choice Chocolate Donuts;P01
35c41a3265b31c24a3c4c2002244d8e7097bb37434f32014c885a787e58af7ce;Nao informado;Big Time Frozen Broccoli;Nao informado
4bc1bdd064ec66e35cfb8955df6fb68ad5018e532dc53b4cfb248758d86e4977;39036;Nationeel Potato Chips;Nao informado
b1d82ea5f785e174fb6ebcd24c42bd3d2df4840e41d3af2ed4011de208e9ecf4;64800;American Corned Beef;Nao informado
e6a4df5c9626729e7a576673d3335c994801e20e648850cb323556a3b329e72b;64150;Even Better Buttermilk;Nao informado
f6d24130520684f34ccad1e39478585c8ea7177500c56d05955af17cb0db6561;33245;High Top Oranges;Nao informado
1ac0c9f312df25f65b759593294cc5a0f2ce4ef22e1b0f79f69ab425d3f5356f;36015;Big Time Apple Cinnamon Waffles;P01
25b94639079aea5b23825f4a07b730f8b2026540aff63de09673c94a5e9d6437;63148;Landslide Grape Jam;Nao informado
a4bbf039c4d71e696d71058433a21847b9fbb74c0838581b892512ebdad3338d;32951;High Top Squash;P01
b5592b10cd55c53b85adce8d669d27d00ef7f3cb456b6f48cb78976baff58ab7;21395;Big Time Frozen Broccoli;P01
d98b47fdf76dc1ef9b8e1b865bd148042fe10174aef2737cca51f4f9dfc566a8;31256;Club Havarti Cheese;Nao informado
2552cb667cf40d3526716df46892e3dc32e3381f49c029db3f4425f50c38a677;37172;Fast Low Fat BBQ Chips;P01
37d6b7a058a59c256f38ad900490ac3852fdea28a126dfcaf9254ae47431c886;62858;Fast Frosted Cookies;Nao informado
799e5daf0d76a9470d5b4992b07a487ce49d20627e533833bdf18b96faae7e31;35197;Moms Turkey Hot Dogs;Nao informado
93e66b46aa54b8337813e11405e464defc74c47d352fcb9431bbe6fa24dd1ffd;60790;High Top Fuji Apples;P01
984b21cab59a5302173847c3bb06e5dbbebe802838de40e0d1476ed17fa1a832;265022;BBB Best Apple Preserves;P01
afdb83eabe0f127576572a93a4b38bb53996e891fbfd575c1d580459113f612e;62960;Shady Lake Manicotti;P01
cd60cf28bf25df4526367e42b347d8e08c1478f7331636681c9a23156e67f587;Nao informado;Thresher White Chocolate Bar;Nao informado
d485be8d8e05805d98fbb419a3fb8f57694bb17a2b9ba8e4765e209b3ab4676c;40614;Club Muenster Cheese;P01
4155e70edbabec8e9a5d6a87fed2921732ed3268babd19dd6dfe89c22b37c56a;31683;Golden Frozen Pepperoni Pizza;P01
96199248c060ad378d7ad015f571b7dc7b53d58a2620cd1573eadbc9027a938e;15639;Super Regular Coffee;P01
cb3ea3c6b0274b30540a10ae0126bba492e81b370286d40e351a2f999d29fe14;28751;Ebony Cantelope;P01
e8002b0bf1e5ef93c0a410259b1cd46a0c62eec4122e872cbe79e315108892c1;63470;Just Right Chicken Noodle Soup;Nao informado
381be9ff31bdeb4e2c4551d5a5a03f05e71c9052d71f6c3774be180619075c90;60766;High Top Mixed Nuts;P01
421433f4bbea9509791c941f0326985d316fb237b13a07f5ed0c60ae7cd2aa54;26735;Gorilla Strawberry Yogurt;P01
8ad57118aaad56185f50799300342d65deacb116efc4faec9eed7e7f6b219406;5011790211;High Top Shitake Mushrooms;Nao informado
bea967ee41287dac6eb62e59c7b020cede7742fd2f9b81db4d32db986c6fdfad;32660;High Top Lettuce;P01
f8ab76a0d74fb80ada1d42e41ffb1529c622d2c686f56fae620a14a0d320a29f;458802;Club Muenster Cheese;P01
0e60094d0321d6415d36eba147671afd502157b32c4096e0ec0c91e69e027e95;62653;Tell Tale Red Delcious Apples;Nao informado
2c9922310f28b2fa5c636c8b84bcf2d6b7df558a1181f7c0143de7545bc48c24;386312;Fabulous Apple Juice;P01
342d4f6ae5600f55bf1a95852bcd744e1fb66c450743d6c1d01f002e966a6d57;63081;Landslide French Roast Coffee;Nao informado
3735fd7926b95b139fb985a9d2950d6327d00c9ae57b2d42ccad35d260894515;38786;Ebony Prepared Salad;Nao informado
4c737061c1f72c2d0b2be4e63cf01a03ec821b9dd8052ee051d5f5c79492f7ac;64009;Washington Diet Soda;P01
772d1edb3a421357c66a8162637313db1c4c329ce305f5eda336be44387fbaff;48500;Red Spade Low Fat Cole Slaw;P01
8c644e8ab31b4170c079e00afffef36fa8e3129ec37d8113069fa38e61e53fa7;38894;Ebony Walnuts;Nao informado
9c7dc34c7a9d0fb9646f2bb0add81a9d0925a5faa94efe4c65f121c9f154dee0;30279;Even Better Sharp Cheddar Cheese;P01
bb7dc19c2246924c3eaeaa441cb64c41796309c26aec551cb13c74878f60c9a5;39840;American Potato Salad;P01
cc8e1ec890a4e6c3e4c95b02ba09831aba4a24fd38228982aee390557503f0bd;60814;High Top Oranges;P01
875b2f01319c18889fae2b739a3db7c9801ba549e8c5950c725959fcd7a81acd;25300;Fast Dried Apples;P01
206edc4809b3f664a5384da80adef4f8b61fe1c281106e13e5715af3ec8f36e4;30042;Just Right Regular Ramen Soup;P01
234f793f4e39bab3611b30b0079643f8ccbb9378151575fbdbadd35c4fd4786f;33087;High Top Mixed Nuts;P01
3561dff07f65ec460b070e2b57bc564ebcedb9d719209cc20ebc3ba2eb71845b;38826;Ebony Macintosh Apples;P01
ceb836022fa6f52ae86a40502aad75fd9eec43776d564bf9c27304b843c9fb52;33548;Best Choice Low Fat Popcorn;P01
1ed9fff03eaab6c83975ae2ecec6e22572f184ed7b5ec3c39eb13b7e4fd40b23;39850;Washington Mango Drink;P01
563ab9c21a2f443cacc95fb1853db19697af0cf0c100f0083fe96e118d0b8abe;61853;Moms Corned Beef;P01
7b6089e08691b96bd42c92f7d3468bdcd9e6b4694c3a5300fbb75306a6d732cb;31362;Club Blueberry Yogurt;Nao informado
869c84a3ff3f8b78f02c6ccc05d1b58b91a4640ec4c4cdf229e4e05f16075a4d;29063;Nationeel Salsa Dip;P01
941ea4ae93f0e58b85e474992990a8647d08c1aaa748bf2f5139edd987b79840;29844;Fabulous Strawberry Drink;Nao informado
f61ca87c8a7acecfb2d342d0b94df4a1d3270d8c6b5b0df3fc0f0871bdcc2568;30283;Even Better 2% Milk;P01
55167b68d0d2a5046829d7781d94ea5323799d2609b64429c5bbfbda85c82f80;62331;Quick Seasoned Hamburger;PO1
80854240653948cbef8e97e6dd6fef972c16e8071a9a2d6887b522eaed401c85;Nao informado;Big Time Frozen Cauliflower;Nao informado
cfa55edfbe523a928427bd0f39030563bb19b1a5ea2b18f8b7eba0c3a8952744;65098;Nationeel Fudge Brownies;P01
d2e8db56930bfb1be8a64c579e7304d0c7f291446662123a6ff787c430389e3a;25308;Fast Strawberry Fruit Roll;Nao informado
25d596915f7ecc70d3aae5bb9217b0e9c4fa275bb75d0b572393e3fffe9efe85;64952;Ebony Elephant Garlic;Nao informado
27718306042ef53e384bcca93035a3f50e807afe5bf68d945e9f2f8cec5ae9ab;39030;Nationeel Fudge Cookies;P01
47f9374276ef4396dedf25879998b8453dc7b890d2bc611a721e447273cfe969;65155;Nationeel Buttered Popcorn;Nao informado
7d2fedd43e954ca761168fd83c0f567e43f91d1f2b56779e493486436c4b1742;63942;Even Better String Cheese;P01
7fe7a65d5666c23e3b475680f903240e29ff6a1f80abf3fafb3bdda953eb6b33;38815;Ebony Fresh Lima Beans;P01
d2cc97267dddd357b2a4aaefcdf3766628e2df924f2a273d15d7f90ab6796327;63206;Token Cream Soda;P01
00bdbbcbe7e4a0e836babc079ea61efb37c00e41b263ae44009ef0d951e33458;29519;BBB Best White Sugar;Nao informado
4bb14b155e7c3879996147d19a4753e67a7d527cb904e620a6b0ca417ff480a4;64898;Ebony New Potatos;Nao informado
4bc0725d525922dbd31f1f071f2b16dd41d81763ceb29a6a9682a3f1caa60537;AIR/EXPEDITORS;Golden Frozen Peas;Nao informado
4edbf902bdc298cf971a3d99db6cd613ed7498e6420f09783d7a169d2c0b0d62;62787;Fast Low Fat Popcorn;Nao informado
720b13f4e430dc4ecd7271f2f7e1c81c4e6e8f28afc0c6fa6d6713c989a7e660;38631;Jumbo Large Eggs;Nao informado
ad8d8030c87c66087d73d680ddd1f2a0b1c79d61b7b7fa699de80a20ad754a3e;65177;Nationeel Chocolate Donuts;P01
bffc7f2940c76f1deaeb800512c42dad2e8af0a05b7d034916a32baeaf5949e3;38816;Ebony Squash;P01
ca4f978afb2df2a1c415013ac6fbdc7b081fa9a481bde4ee6e1e8c2b6130571e;30732;Blue Label Large Canned Shrimp;Nao informado
dfd92e3f1b9e83f662832568d888c3ee17102c237da567df7cb4cdf088e806fa;1Z9483440146357189;Big Time Beef TV Dinner;Nao informado
fac00e58916a8e3d2d48e50cf0f07d7ffd5dae16d24f025ccdd003d930f6112b;62947;Atomic Semi-Sweet Chocolate Bar;Nao informado
197b4a14aa1cfa82bf81bee172d7b90e71645f445b4db031ea652e8296a04694;39563;Special Wheat Puffs;P01
32c8022f453792d5bcd00f30e46a043c3c80802d769ac5d9468b0878db56f20a;26563;Gorilla Low Fat Cottage Cheese;P01
6f514e60a9d5d7cd2269f1f0fe5c8b3a6bbe6d26cd65f65ab2b74697474fd9c1;30107;Just Right Fancy Canned Oysters;P01
beea14feea74770df445e46baefae0ba18eef3a165e003f6cbf785adf82ee515;62731;Tell Tale Tangerines;P01
1e5485f44fd6450efa1d63d2ecf59c386b574b3833c41bf24b3f4fdafe3c8179;50118;Red Spade Sliced Turkey;Nao informado
1edee4c91a344c3b5e374ddc98b442fcd813d7e80fe3115d5787a3bb690103fe;64989;Ebony Squash;Nao informado
2182a4aa2832965d704d042d4e1aa479ee0a334c962751693eb3636d8de44a28;39740;Even Better 1% Milk;P01
2a6c3d9bdb4689ab4a481ad71907e76191b620e11bde20c1b7590d177585f6f3;32651;High Top Beets;P01
53118d01b281e5b35c8be6264eec968b463e0b41cb5157955726abfec93b2d3f;61619;Better Noodle Soup;Nao informado
18199e00415b9218e4c9f36cd32368d2acecf8ee7b8d2bcf244900d846271a99;34901;Better Noodle Soup;P01
1a8ef2d2e2f8a8cc25cd8c45bd5cc73bd1cd5a62ef0921db25b2111c6648bad1;60753;High Top Broccoli;Nao informado
1e80938a2f19893ce7fde6c0c514eef3fd284a00c8d8bff7bc8fea733c26011d;285002;Fabulous Cola;P01
4fb1702ca8a524a1fbb73bdd5278b13a5b7014d3f6c4408df48fc0bfbdadcaef;65033;Ebony Cantelope;Nao informado
56298554a78a4ae5408d2f59c25fa3ed06fde899eff0be414636674eb7136f06;64950;Jeffers Grits;Nao informado
7025934f6d2b04e1e0e110724dfd748977f4bffc35fedce7e8f1f3f1abc5d6c4;31682;Golden Waffles;P01
11f70a025b4ee87a3a9cabad22a2f281d6b7074141f3b51fba8a924e35ade1ee;63235;Token Cola;Nao informado
2502cac9f2822246decc2883546409f7e08eda88d45ec15ac64f360e1c425cd0;38789;Ebony Green Pepper;P01
4df12826adba31ff4e9893d56872a642268300105b8237cd0f513149aff562ac;32523;Ship Shape Extra Lean Hamburger;P01
87d73e6a1ce93495caa9133cc820322411a7b486cdc23af14287920f482c6698;7532;Golden Frozen Mushroom Pizza;P01
8bdc1635b0e4b847298b270a69e9f6bfee6a06b039524d72d367a51078945b17;64040;Just Right Rice Soup;Nao informado
1e0e617310a96ae2ae2021c9e7d12c1f9bf13522042e1d21bbede6cf5213496a;220021;Pearl Chardonnay Wine;P01
45dc6be17b7ce4d3b41c8e50e70fc3fe90a17557d5776b8242ede1d05b572b5a;5013301059;Ebony Potatos;Nao informado
ed0353de7938c38b741b46f1c0dc07b80dae4d5ef53ccf07a52f8a67664e68eb;39594;Just Right Beef Soup;P01
ffaccdc0a314363dde3803310b640fa9752673fb7b99ae1af7c2c8d6d06d27c8;37162;Tell Tale Fuji Apples;P01
14ff7e992f65cfaa29f8e2700c23afbcc38d930749d198da7bb66e9628e0671f;38807;Ebony Potatos;P01
19f4bb9b5a31e1e852fb61f30815b1659320c799d4baf18cb490427f70b67169;40589;Blue Label Rice Soup;Nao informado
469d0457a474ba0a952ca1477e01d708258f60cc42327f605348402c7522bc1c;5013495397;Monarch Thai Rice;Nao informado
b4119c713f3c261171afd7ae91a0cd4348d48624cd2a99b74d4621ffe1d81382;63801;Even Better Large Curd Cottage Cheese;P01
c3ba6fdf5bf37122420e450a98e79732e978d41e6ea79ce6e808e27924363ef9;29394;Pearl Chardonnay;P01
f80c1d60ac15f4feb2449cf5601152435182d6eba30f513db76e10961af48b01;7536;Golden Apple Cinnamon Waffles;P01
10df7d39bec6bcc280f3a7a53d481d570aede56ca7bfca45b351667d09c365ec;39678;Even Better Muenster Cheese;Nao informado
afc52b82c17581f3118a80cbe3a731560a959ca0177ae588287f13bec3f9d68a;19673;Moms Beef Bologna;Nao informado
b0bdb9cdb2746cbfa471c1cd47e3b0f223082432ac33892f62f18fdccf4b2d7b;65280;Nationeel Apple Fruit Roll;P01
b6b112927770c1ec44bc53d245b4be5c10940a0ddca32a55efa2eadfbddcdaa9;34975;Better Canned Tuna in Water;P01
b807bf2e0a938670e0dc23b512cc8d5b90de654ef8038ec6d5f9e8c1aab40563;34973;Better Canned Peas;Nao informado
d9bfb560803167774b5334f5e6bbf7cafa758ccd2312ea1c5b03f20a606cc952;37606;Colony Blueberry Muffins;P01
df937b3c6a815dc7a7c8f32dffed6ab3d1a1a7d3967f570feb902e2da12a59b2;24702;Fast Potato Chips;P01
eb9c354340f150398e886311da423bc5c89b6c8916dff916ebb1787dec4ae719;60794;High Top Walnuts;P01
0e9aed9609bdc523cde0f636b118a72c8fd6b1e592bb290319d1fb21cb1b751d;30289;Even Better Strawberry Yogurt;P01
1e1a649e01cd6a5e628d413db2f5f5cb7fa44965c4d2f73032bf14238f674545;Nao informado;Tell Tale Green Pepper;Nao informado
39bd74579be104506a43c777c575e797dd5298cd514b67741781b8f5595c07cd;24336;Fast Low Fat Cookies;P01
67f5031e58488c57add8f97977be0580055382d35e964a4496d764b2150c5616;SEA/DANZAS;Just Right Canned Yams;Nao informado
77cd63be7046b59994c1928df48ded2f9374ee5665c179334b9ce713e515c41b;16344;Better Canned Tomatos;Nao informado
32cb29e4a1958d9b870a74f4fc7dff6f1493c0c16234fa20e607423d4bc15e3c;63800;Imagine Low Fat French Fries;Nao informado
6a5582236f89fe12bd60550fe85dbbd9511e0e4487cafc5f5cd1ac683b4495cc;61115;Choice Spicy Mints;P01
6b15955179c506019b669960cd117005a10c3d8c9f7d69e10782bd8807764201;63490;Just Right Canned Tuna in Oil;Nao informado
7136e8ace553a9ca80613fa9e53d2244f7007fabe39093c529345699d661899b;AIR/EXPEDITORS;Bravo Chicken Soup;Nao informado
79b84eebeea675da663f401d55f1758f6d10f2273304a4c0aa9260a4a113b172;Nao informado;Monarch Manicotti;Nao informado
849ec18e6a59ad70fe206e14d91f20c459f7c0b7e5e2130aea2135c339269920;Nao informado;Applause Canned Mixed Fruit;Nao informado
97f18e8d898fe09a33fbcb8116118577facf1ce1588e0ea1cdffe1ba855c48ce;604700;Club Sharp Cheddar Cheese;P01
b9ed5f26afae3136dc9ded6559f0caf13ffd7b4a04c39c2243914df60fa3bfbb;5013303608;Fantastic Blueberry Muffins;Nao informado
dac7f956711aab0e9572c3c5c695c82d4a1170c0bb61e8cc8476a4b279ee45f4;35111;Carlson Low Fat String Cheese;Nao informado
0d2b55393b13a9b737c13fdcf2d74b23eecb2b7d05cb5e115e5a0e02b54df62c;1z9483444445156666;Moms Potato Salad;Nao informado
519b4302d2ae1d7689a460f470ca018f541500b2792c1a28bd0fb3bfc3ea3028;63752;Jumbo Small Brown Eggs;Nao informado
58dcac412817577c705e3cb95ceb458d5ac3c47437f72ffa284d8e3d16f614ae;Nao informado;Best Choice Fudge Brownies;Nao informado
8a1c4032909a462c75462787f0d16751266cc337c4d6b1a1607e6453d846c8c5;39459;BBB Best Creamy Peanut Butter;P01
ce06b35b76175d4f2df90fe16d0f488c23d27318670ec512884ab6e9fd5f45b2;63080;Landslide White Sugar;Nao informado
ec22fe2a47f17d818ba7e5346a6c9b57c11203262a72cf45458049928382c36a;61553;Excellent Apple Drink;P01
1dc2b8c0cbdee29a7c77ceee654b7c0672f71fb92a9f1e6fc51af06a4d93ba70;38805;Ebony Red Pepper;P01
54bce1ddcca0a31a7b2d5265b6e04640a5f70f356b4283be4f84ff0cc7deaaa8;65059;Nationeel Sugar Cookies;Nao informado
c282310a59180402ce13ee2e8dcc65fb78e1b64c999442d45f7e2e617d9146da;38803;Ebony Lettuce;P01
e7129b621d6a7a69b76ff268b0c9ce34b8033957512b5c6a751dc833e9bc6a12;465052;Club String Cheese;P01
faaecf5293fd370ea7554061261d4d9b420ebc1f5b43c33f52dcc3c28833026d;63600;Gorilla Cheese Spread;P01
0766b8c90c3387085abf1d27e09d26130cd8c8c36f8776dd04a0a427294c7cb0;AIR/DANZAS;Super Apple Jam;Nao informado
1036ee9889e74ca56ad9f6e41e61a632cedf0425204a6d7092b99a146df3b137;63043;Walrus White Zinfandel Wine;P01
408f5e1da01677065daa676285965a571c3ad5ca98f76784fe1432f5a16ee631;63294;Bravo Chicken Soup;Nao informado
bd5acf17536e280814a252faf96a9c13fb167d355eb37f4926b15f715ac23f38;27343;Imagine Apple Cinnamon Waffles;P01
e3a0a6b7101c84360bb13467a353088fa8716c8e27657fd13d45a6025aca60e5;18430;Carlson Cheese Spread;P01
0b43af70f47c1362f6707eb45c5b2a11e4647b55920d7b96f9cdc7da6123a72a;Nao informado;Blue Label Canned Tuna in Water;Nao informado
1b1fc83560f6bd5119fd68a7026a1ed451b38df5281edd550acdd60f89b55f0c;13799;Best Choice Buttered Popcorn;Nao informado
1cc615ebdaf337c4fcc82f3523258ff68a55cc8b4b9ac5a4c501185a17c3bdb2;35112;Carlson Havarti Cheese;Nao informado
21c7258feae924791a53ef89e21ce6652bd184c34fef6bc3fefc55a70eeacdb6;30310;American Pimento Loaf;Nao informado
24fb0260ddb5e48fbc9512329c035f0510596ffc3d9458aad45df0fa516f4e7c;11391;High Top Cauliflower;P01
8231173daa5f7eaff321dfc688546a408bda9da7ce28f226ef8e3cbface7913e;65008;Ebony Plums;Nao informado
